group,group_rationale,variable_key,label,skip_condition,explanation,scripts
Medication / treatment then detailed,"Dose, route, timing, and product-type fields only shown after confirming treatment was administered.",DurCef,Duration Ceftriaxone,$MedsGiven = 'CEF',Shown when medications given is Ceftriaxone,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Medication / treatment then detailed,"Dose, route, timing, and product-type fields only shown after confirming treatment was administered.",DurChlor,Duration Chloramphenicol,$MedsGiven = 'CHLO',Shown when medications given is Chloramphenicol,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Medication / treatment then detailed,"Dose, route, timing, and product-type fields only shown after confirming treatment was administered.",DurClox,Duration Cloxacillin,$MedsGiven = 'CLOX',Shown when medications given is Cloxacillin,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Medication / treatment then detailed,"Dose, route, timing, and product-type fields only shown after confirming treatment was administered.",DurFol,Duration Folate,$MedsGiven = 'FOL',Shown when medications given is Folate,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Medication / treatment then detailed,"Dose, route, timing, and product-type fields only shown after confirming treatment was administered.",DurGent,Duration Gentamicin,$MedsGiven = 'GENT',Shown when medications given is Gentamicin,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Medication / treatment then detailed,"Dose, route, timing, and product-type fields only shown after confirming treatment was administered.",DurIVIG,Duration IVIG,$JaunMgmt = 'IVIG',Shown when jaundice management given is Intravenous Immunoglobulin (IVIG),"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Medication / treatment then detailed,"Dose, route, timing, and product-type fields only shown after confirming treatment was administered.",DurImi,Duration Imipenem,$MedsGiven = 'IMI',Shown when medications given is Imipenam,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Medication / treatment then detailed,"Dose, route, timing, and product-type fields only shown after confirming treatment was administered.",DurIron,Duration Iron,$MedsGiven = 'IRON',Shown when medications given is Iron,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Medication / treatment then detailed,"Dose, route, timing, and product-type fields only shown after confirming treatment was administered.",DurMero,Duration Meropenem,$MedsGiven = 'MERO',Shown when medications given is Meropenem,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Medication / treatment then detailed,"Dose, route, timing, and product-type fields only shown after confirming treatment was administered.",DurMet,Duration Metronidazole,$MedsGiven = 'MET',Shown when medications given is Metronidazole,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Medication / treatment then detailed,"Dose, route, timing, and product-type fields only shown after confirming treatment was administered.",DurNVP,Duration Nevirapine,$MedsGiven = 'NVP',Shown when medications given is Nevirapine,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Medication / treatment then detailed,"Dose, route, timing, and product-type fields only shown after confirming treatment was administered.",DurPheno,Duration Phenobarbitone,$MedsGiven = 'PHEN',Shown when medications given is Phenobarbitone,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Medication / treatment then detailed,"Dose, route, timing, and product-type fields only shown after confirming treatment was administered.",DurProc,Duration Procaine Penicillin,$MedsGiven = 'PROC',Shown when medications given is Procaine Penicillin,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Medication / treatment then detailed,"Dose, route, timing, and product-type fields only shown after confirming treatment was administered.",DurVanc,Duration Vancomycin,$MedsGiven = 'VAN',Shown when medications given is Vancomycin,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Medication / treatment then detailed,"Dose, route, timing, and product-type fields only shown after confirming treatment was administered.",Freq,"Frequency of feed (hours) 3 = 3 hourly,  2 = 2 hourly",$FFTypePl = 'EBMNG' or $FFTypePl = 'EBMcup' or $FFTypePl = 'FormNG' or $FFTypePl = 'Formcup',Shown when FFP/platelet type is EBM via NGT or OGT or FFP/platelet type is EBM via cup or FFP/platelet type is Formula via NGT/OGT or FFP/platelet type is Formula via cup,Generic PHC Admission
Medication / treatment then detailed,"Dose, route, timing, and product-type fields only shown after confirming treatment was administered.",MoreTrans,If more than one kind then what kinds? / If more than one type then what type?,$TransType = 'M',Shown when transfusion type is More than one kind,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Medication / treatment then detailed,"Dose, route, timing, and product-type fields only shown after confirming treatment was administered.",NoOfTimesInTheater,Number of times the mother went to the theater?,$PeritonitisTreatment = 'THRE',Shown when peritonitis treatment given is Theater,"DHIS2 Mat Outcomes (Retro Data) - Malawi, Maternal Outcomes (Retrospective Data) - Malawi"
Medication / treatment then detailed,"Dose, route, timing, and product-type fields only shown after confirming treatment was administered.",RefDia,Referral Diagnoses,$Plan = 'RefKCH' | $Plan = 'RefKCH' or $Plan = 'RefKDH' | $Plan = 'RefSMCH' | $Refplan = 'RefPH' or $Refplan = 'RefTH',"Shown when discharge plan made is Referral to Kamuzu Central Hospital
Shown when discharge plan made is Referral to Kamuzu Central Hospital or discharge plan made is Referral to Kasungu District Hospital
Shown when discharge plan made is Refer to Sally Mugabe Central Hospital
Shown when referral planned is ""RefPH"" or referral planned is ""RefTH""","Bindura Hospital Admission, Chinhoyi Provincial Hospital Admission, Generic PHC Admission, Kasungu District Hospital Neotree Admission, Parirenyatwa Group of Hospitals Admission"
Medication / treatment then detailed,"Dose, route, timing, and product-type fields only shown after confirming treatment was administered.",SVol,Volume to be given at each FEED (ml),$FFTypePl = 'EBMNG' or $FFTypePl = 'EBMcup' or $FFTypePl = 'FormNG' or $FFTypePl = 'Formcup',Shown when FFP/platelet type is EBM via NGT or OGT or FFP/platelet type is EBM via cup or FFP/platelet type is Formula via NGT/OGT or FFP/platelet type is Formula via cup,Generic PHC Admission
Medication / treatment then detailed,"Dose, route, timing, and product-type fields only shown after confirming treatment was administered.",TotVolFd,Total FEED volume (ml/kg/24),$FFTypePl = 'EBMNG' or $FFTypePl = 'EBMcup' or $FFTypePl = 'FormNG' or $FFTypePl = 'Formcup',Shown when FFP/platelet type is EBM via NGT or OGT or FFP/platelet type is EBM via cup or FFP/platelet type is Formula via NGT/OGT or FFP/platelet type is Formula via cup,Generic PHC Admission
Medication / treatment then detailed,"Dose, route, timing, and product-type fields only shown after confirming treatment was administered.",TransNumber,How many transfusions?,$Transfusion = 'Y',Shown when blood transfusion given is Yes,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Medication / treatment then detailed,"Dose, route, timing, and product-type fields only shown after confirming treatment was administered.",TransType,Type of Blood Product Transfused / What type of transfusion?,$Transfusion = 'Y',Shown when blood transfusion given is Yes,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Medication / treatment then detailed,"Dose, route, timing, and product-type fields only shown after confirming treatment was administered.",Transdate,Date transfusion given,$Transfusion = 'Y',Shown when blood transfusion given is Yes,Sally Mugabe CH Discharge
Medication / treatment then detailed,"Dose, route, timing, and product-type fields only shown after confirming treatment was administered.",TxHb,Lowest Haemoglobin (g/dL),$Transfusion = 'Y',Shown when blood transfusion given is Yes,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Medication / treatment then detailed,"Dose, route, timing, and product-type fields only shown after confirming treatment was administered.",VitKN,Why hasn't the baby received vitamin K?,$VitK = 'N',Shown when vitamin K given is No,"Generic PHC Admission, Kasungu District Hospital Neotree Admission, Neotree Admission"
Medication / treatment then detailed,"Dose, route, timing, and product-type fields only shown after confirming treatment was administered.",WW,Weight of baby (grams),!($FFTypePl= 'BF') or !(FFTypePl = 'NBM'),Shown when NOT (FFP/platelet type is Breastfeeding) or NOT (FFP/platelet type is Nil by mouth),Generic PHC Admission
Medication / treatment then detailed,"Dose, route, timing, and product-type fields only shown after confirming treatment was administered.",otherMeds,Please specify other medication,$Meds = 'other',Shown when discharge medications is Other,Sally Mugabe CH Discharge
Maternal admission and outcome,"Maternal admission source, outcome details, and cause of maternal death gated by admission status and specific outcomes.",DateLastAttendedMother,Date last attended alive,$MatOutcome = 'D',Shown when maternal outcome is Died,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Maternal admission and outcome,"Maternal admission source, outcome details, and cause of maternal death gated by admission status and specific outcomes.",DateTimeDeathMother,Date and time of death of mother,$MatOutcome = 'D',Shown when maternal outcome is Died,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Maternal admission and outcome,"Maternal admission source, outcome details, and cause of maternal death gated by admission status and specific outcomes.",MatAddrHaDistrict,"If Harare, which District?",$MatAddrProvince = 'HA',Shown when maternal address province is Harare,"Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Admission, Sally Mugabe CH Discharge"
Maternal admission and outcome,"Maternal admission source, outcome details, and cause of maternal death gated by admission status and specific outcomes.",MatAdmPlace,Mothers' Admission Place,$MatAdm = true,Shown when mother admitted: Yes,Sally Mugabe CH Admission
Maternal admission and outcome,"Maternal admission source, outcome details, and cause of maternal death gated by admission status and specific outcomes.",MatAdmPlaceOth,Other,$MatAdmPlace = 'Other',Shown when maternal admission place is Other,Bindura Hospital Admission
Maternal admission and outcome,"Maternal admission source, outcome details, and cause of maternal death gated by admission status and specific outcomes.",MatBldGrp,Mother's Blood Group,$MatBldGrpYN = 'Y',Shown when maternal blood group known is Yes,Parirenyatwa Group of Hospitals Admission
Maternal admission and outcome,"Maternal admission source, outcome details, and cause of maternal death gated by admission status and specific outcomes.",MatCauseDeath,Maternal Cause of Death,$MatOutcome = 'D' or $MatOutcome = 'BID',Shown when maternal outcome is Died or maternal outcome is Brought in Dead,DHIS2 Mat Outcomes (Retro Data) - Malawi
Maternal admission and outcome,"Maternal admission source, outcome details, and cause of maternal death gated by admission status and specific outcomes.",MatDischarge,"If the mother was admitted, is she now discharged?",$MatAdmit = 'Y',Shown when maternal admission is Yes,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Maternal admission and outcome,"Maternal admission source, outcome details, and cause of maternal death gated by admission status and specific outcomes.",MatReferral,Was the Mother referred to another hospital?,$MatOutcome = 'S',Shown when maternal outcome is Survived,DHIS2 Mat Outcomes (Retro Data) - Malawi
Maternal admission and outcome,"Maternal admission source, outcome details, and cause of maternal death gated by admission status and specific outcomes.",MaternalCauseOfDeath,Enter Cause of Death,$MatOutcome = 'D',Shown when maternal outcome is Died,Maternal Outcomes (Retrospective Data) - Malawi
Maternal admission and outcome,"Maternal admission source, outcome details, and cause of maternal death gated by admission status and specific outcomes.",OtherBirthFacility,Birth Facility (other),$BirthFacility = 'O',Shown when birth facility is Other,"Generic PHC Admission, Kasungu District Hospital Neotree Admission, Parirenyatwa Group of Hospitals Admission"
Maternal admission and outcome,"Maternal admission source, outcome details, and cause of maternal death gated by admission status and specific outcomes.",OtherBirthFacility	,Birth Facility (other),$BirthFacility = 'O',Shown when birth facility is Other,Generic PHC Admission
Maternal admission and outcome,"Maternal admission source, outcome details, and cause of maternal death gated by admission status and specific outcomes.",OtherMatCauseDeath,Other Cause of Death,$MatCauseDeath = 'O',Shown when cause of maternal death is Other,DHIS2 Mat Outcomes (Retro Data) - Malawi
Maternal admission and outcome,"Maternal admission source, outcome details, and cause of maternal death gated by admission status and specific outcomes.",OtherMatDiag,Other Diagnosis,$MaternalDiagnosis = 'OTH',Shown when maternal diagnosis is Other,Maternal Outcomes (Retrospective Data) - Malawi
Maternal admission and outcome,"Maternal admission source, outcome details, and cause of maternal death gated by admission status and specific outcomes.",OutFacility,Where was the patient referred from?,$MaternalAdmissionSource = 'ExtRef',Shown when maternal admission source is External Referral,"DHIS2 Mat Outcomes (Retro Data) - Malawi, Maternal Outcomes (Retrospective Data) - Malawi"
Maternal admission and outcome,"Maternal admission source, outcome details, and cause of maternal death gated by admission status and specific outcomes.",ParityCOD,Parity Causes of Death,$ParityDeadChildren > 0,Shown when history of previous child deaths is greater than 0,Neotree Admission
Maternal admission and outcome,"Maternal admission source, outcome details, and cause of maternal death gated by admission status and specific outcomes.",PlaceBirthTown,Is the place of birth inside of Harare province?,$BirthPlaceSame = false and $PlaceBirth = 'Hosp' or $PlaceBirth = 'HC',"Shown when birth place same as current facility: No, and place of birth is Hospital or place of birth is Health Centre",Sally Mugabe CH Admission
Maternal admission and outcome,"Maternal admission source, outcome details, and cause of maternal death gated by admission status and specific outcomes.",ReasonForReferral,Reason for patient to be referred,$MaternalAdmissionSource = 'ExtRef',Shown when maternal admission source is External Referral,"DHIS2 Mat Outcomes (Retro Data) - Malawi, Maternal Outcomes (Retrospective Data) - Malawi"
Maternal admission and outcome,"Maternal admission source, outcome details, and cause of maternal death gated by admission status and specific outcomes.",STDsOther,Medical conditions in pregnancy,$PregConditions = 'STD',Shown when pregnancy complications is Sexually Transmitted Disease (Other than HIV/sy...,"Generic PHC Admission, Kasungu District Hospital Neotree Admission, Neotree Admission"
Mode of delivery specific,CS reason only for caesarean delivery; BBA details only for out-of-facility births; fetal presentation for specific delivery types.,BBADelO,If other then who?,$BBADel = 'O',Shown when BBA delivery details is Other,"Bindura Hospital Admission, Chinhoyi Provincial Hospital Admission, Generic PHC Admission, Parirenyatwa Group of Hospitals Admission"
Mode of delivery specific,CS reason only for caesarean delivery; BBA details only for out-of-facility births; fetal presentation for specific delivery types.,BBAOt,If other then where?,$BBALoc = 'O',Shown when BBA location is Other,"Bindura Hospital Admission, Chinhoyi Provincial Hospital Admission, Generic PHC Admission, Parirenyatwa Group of Hospitals Admission"
Mode of delivery specific,CS reason only for caesarean delivery; BBA details only for out-of-facility births; fetal presentation for specific delivery types.,CSReason,Reason for C-Section / Reason for C/S:,$ModeDelivery = '4' or $ModeDelivery = '5',Shown when mode of delivery is Elective Caesarian Section (ELCS) or mode of delivery is Emergency Caesarian Section (EMCS),"Bindura Hospital Admission, Chinhoyi Provincial Hospital Admission, Generic PHC Admission, Parirenyatwa Group of Hospitals Admission, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Admission, Sally Mugabe CH Discharge"
Mode of delivery specific,CS reason only for caesarean delivery; BBA details only for out-of-facility births; fetal presentation for specific delivery types.,CSReasonOther,Other Reason for CS,$CSReason = 'O',Shown when reason for caesarean section is Other,Parirenyatwa Group of Hospitals Admission
Mode of delivery specific,CS reason only for caesarean delivery; BBA details only for out-of-facility births; fetal presentation for specific delivery types.,CSreason,Reason for CS,$ModeDelivery = '4' or $ModeDelivery = '5',Shown when mode of delivery is Elective Caesarian Section (ELCS) or mode of delivery is Emergency Caesarian Section (EMCS),"Generic PHC Admission, Kasungu District Hospital Neotree Admission, Neotree Admission"
Mode of delivery specific,CS reason only for caesarean delivery; BBA details only for out-of-facility births; fetal presentation for specific delivery types.,CauseBIDOth,If other what?,$CauseBID = 'O',Shown when cause of BID is Other,"Kasungu District Hospital Neotree Discharge, NeoDischarge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Mode of delivery specific,CS reason only for caesarean delivery; BBA details only for out-of-facility births; fetal presentation for specific delivery types.,NeoTreeOutcome,Birth Outcome / Outcome,$TypeBirth != 'Abt',Shown when type of birth is not Abortion,"DHIS2 Mat Outcomes (Retro Data) - Malawi, Maternal Outcomes (Retrospective Data) - Malawi"
Mode of delivery specific,CS reason only for caesarean delivery; BBA details only for out-of-facility births; fetal presentation for specific delivery types.,PROM,Rupture of membranes >16h,$ModeDelivery = '1' or $ModeDelivery = '2' or $ModeDelivery = '3' or $ModeDelivery = '5' or $ModeDelivery = '6',Shown when mode of delivery is Spontaneous Vaginal Delivery (SVD) or mode of delivery is Vacuum extraction or mode of delivery is Forceps extraction or mode of delivery is Emergency Caesarian Section (EMCS) or mode of delivery is Breech extraction (vaginal),Parirenyatwa Group of Hospitals Admission
Mode of delivery specific,CS reason only for caesarean delivery; BBA details only for out-of-facility births; fetal presentation for specific delivery types.,Reason,Reason for CS:,$ModeDelivery = '4' or $ModeDelivery = '5',Shown when mode of delivery is Elective Caesarian Section (ELCS) or mode of delivery is Emergency Caesarian Section (EMCS),"DHIS2 Mat Outcomes (Retro Data) - Malawi, Kasungu District Hospital Neotree Discharge, Maternal Outcomes (Retrospective Data) - Malawi, NeoDischarge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Mode of delivery specific,CS reason only for caesarean delivery; BBA details only for out-of-facility births; fetal presentation for specific delivery types.,ReasonOther,Other Reason for CS / Other Reason for CS  / Other reason for Caesarean,$Reason = 'O' | ($ModeDelivery = '4' or $ModeDelivery = '5') and $Reason = 'O',"Shown when Reason for CS: is Other
Shown when mode of delivery is Elective Caesarian Section (ELCS) or mode of delivery is Emergency Caesarian Section (EMCS), and Reason for CS: is Other","DHIS2 Mat Outcomes (Retro Data) - Malawi, Kasungu District Hospital Neotree Discharge, Maternal Outcomes (Retrospective Data) - Malawi, NeoDischarge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Resuscitation details,"Duration, type, and respiratory support fields only shown if resuscitation was performed.",CPROut,Outcome of CPR,$Resus = 'CPR',Shown when resuscitation performed is Cardio Pulmonary Resuscitation (CPR),Generic PHC Admission
Resuscitation details,"Duration, type, and respiratory support fields only shown if resuscitation was performed.",DurCPR,Duration of CPR in minutes,$Resus = 'CPR',Shown when resuscitation performed is Cardio Pulmonary Resuscitation (CPR),Generic PHC Admission
Resuscitation details,"Duration, type, and respiratory support fields only shown if resuscitation was performed.",LengthResus,Length of resus (min),$LengthResusKnown = 'Kn',Shown when resuscitation duration known is Known,"Kasungu District Hospital Neotree Discharge, NeoDischarge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Resuscitation details,"Duration, type, and respiratory support fields only shown if resuscitation was performed.",RESUSOutcome,Select the Resuscitation Outcome. / Select the resuscitation outcome.,$RESUS = 'Y',Shown when resuscitation performed is Yes,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Sally Mugabe CH Discharge"
Resuscitation details,"Duration, type, and respiratory support fields only shown if resuscitation was performed.",RESUSTYPE,Resuscitation Type,$RESUS = 'Y',Shown when resuscitation performed is Yes,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Sally Mugabe CH Discharge"
Resuscitation details,"Duration, type, and respiratory support fields only shown if resuscitation was performed.",SURFAge,Age when surfactant administered,$RESPSUP = 'SURF',Shown when respiratory support given is Surfactant,"Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Clinical condition then detailed,Sub-fields for a clinical condition only shown if the screening question for that condition was answered affirmatively.,ALP1R,Initial ALP (iu/l),$Bone = true,Shown when bone disease present: Yes,"Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Clinical condition then detailed,Sub-fields for a clinical condition only shown if the screening question for that condition was answered affirmatively.,ALP2R,Final ALP (iu/l),$Bone2 = true,Shown when follow-up bone disease: Yes,"Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Clinical condition then detailed,Sub-fields for a clinical condition only shown if the screening question for that condition was answered affirmatively.,AgeB,Age (Days & Hours),$AgeA = 'Y',Shown when age category is Yes,Parirenyatwa Group of Hospitals Discharge
Clinical condition then detailed,Sub-fields for a clinical condition only shown if the screening question for that condition was answered affirmatively.,AgeCat,Age Category?,$AgeA = 'Y',Shown when age category is Yes,"Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Clinical condition then detailed,Sub-fields for a clinical condition only shown if the screening question for that condition was answered affirmatively.,Alb,Albumin (g/dL),$Bone = true,Shown when bone disease present: Yes,"Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Clinical condition then detailed,Sub-fields for a clinical condition only shown if the screening question for that condition was answered affirmatively.,Alb2,Final Albumin (g/dL),$Bone2 = true,Shown when follow-up bone disease: Yes,"Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Clinical condition then detailed,Sub-fields for a clinical condition only shown if the screening question for that condition was answered affirmatively.,BONEdate1,Date of initial Bone Profile,$Bone = true,Shown when bone disease present: Yes,"Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Clinical condition then detailed,Sub-fields for a clinical condition only shown if the screening question for that condition was answered affirmatively.,Bonedate2,Date of final Bone Profile,$Bone2 = true,Shown when follow-up bone disease: Yes,"Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Clinical condition then detailed,Sub-fields for a clinical condition only shown if the screening question for that condition was answered affirmatively.,CA1R,Initial Calcium (mmol/l),$Bone = true,Shown when bone disease present: Yes,"Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Clinical condition then detailed,Sub-fields for a clinical condition only shown if the screening question for that condition was answered affirmatively.,CGA,Corrected Gestational Age (weeks.days),$Gestation < 37,Shown when gestational age is less than 37,Sally Mugabe CH Discharge
Clinical condition then detailed,Sub-fields for a clinical condition only shown if the screening question for that condition was answered affirmatively.,CLIN1,Clinic 1 type?,$CLIN = '1' or $CLIN = '2' or $CLIN = '3',Shown when clinical findings is One or clinical findings is Two or clinical findings is Three,"Kasungu District Hospital Neotree Discharge, NeoDischarge"
Clinical condition then detailed,Sub-fields for a clinical condition only shown if the screening question for that condition was answered affirmatively.,CLIN1DAT,Date of review clinic 1 (DD/MM/YYYY),$CLIN = '1' or $CLIN = '2' or $CLIN = '3',Shown when clinical findings is One or clinical findings is Two or clinical findings is Three,"Kasungu District Hospital Neotree Discharge, NeoDischarge"
Clinical condition then detailed,Sub-fields for a clinical condition only shown if the screening question for that condition was answered affirmatively.,CLIN1OTH,If other clinic 1 where?,$CLIN1 = 'OTH',Shown when clinical finding type 1 is Other,"Kasungu District Hospital Neotree Discharge, NeoDischarge"
Clinical condition then detailed,Sub-fields for a clinical condition only shown if the screening question for that condition was answered affirmatively.,CLIN2,Clinic 2 type?,$CLIN = '2' or $CLIN = '3',Shown when clinical findings is Two or clinical findings is Three,"Kasungu District Hospital Neotree Discharge, NeoDischarge"
Clinical condition then detailed,Sub-fields for a clinical condition only shown if the screening question for that condition was answered affirmatively.,CLIN2DAT,Date of review clinic 2 (DD/MM/YYYY) / Date of review clinic 2 (DD/MM/YYYY)	,$CLIN = '2' or $CLIN = '3',Shown when clinical findings is Two or clinical findings is Three,"Kasungu District Hospital Neotree Discharge, NeoDischarge"
Clinical condition then detailed,Sub-fields for a clinical condition only shown if the screening question for that condition was answered affirmatively.,CLIN2OTH,If other clinic 2 where?,$CLIN2 = 'OTH',Shown when clinical finding type 2 is Other,"Kasungu District Hospital Neotree Discharge, NeoDischarge"
Clinical condition then detailed,Sub-fields for a clinical condition only shown if the screening question for that condition was answered affirmatively.,CLIN3,Clinic 3 type?,$CLIN = '3',Shown when clinical findings is Three,"Kasungu District Hospital Neotree Discharge, NeoDischarge"
Clinical condition then detailed,Sub-fields for a clinical condition only shown if the screening question for that condition was answered affirmatively.,CLIN3DAT,Date of review clinic 3 (DD/MM/YYYY) / Date of review clinic 3 (DD/MM/YYYY)	,$CLIN = '3',Shown when clinical findings is Three,"Kasungu District Hospital Neotree Discharge, NeoDischarge"
Clinical condition then detailed,Sub-fields for a clinical condition only shown if the screening question for that condition was answered affirmatively.,CLIN3OTH,If other clinic 3 where?,$CLIN3 = 'OTH',Shown when clinical finding type 3 is Other,"Kasungu District Hospital Neotree Discharge, NeoDischarge"
Clinical condition then detailed,Sub-fields for a clinical condition only shown if the screening question for that condition was answered affirmatively.,CRT,Capillary Refill time (CRT),$DangerSigns2 = 'PrCRT',Shown when danger signs present is Capillary Refill Time more than 3 seconds,Parirenyatwa Group of Hospitals Admission
Clinical condition then detailed,Sub-fields for a clinical condition only shown if the screening question for that condition was answered affirmatively.,Calcium2R,Final calcium (mmol/l),$Bone2 = true,Shown when follow-up bone disease: Yes,"Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Clinical condition then detailed,Sub-fields for a clinical condition only shown if the screening question for that condition was answered affirmatively.,Corrected,Corrected postnatal weeks at discharge or death,$GestBirth < 37 | $Gestation < 37,"Shown when gestational age at birth known is less than 37
Shown when gestational age is less than 37","Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge"
Clinical condition then detailed,Sub-fields for a clinical condition only shown if the screening question for that condition was answered affirmatively.,EnvTemp,Environmental cause for temperature,$Temperature < 36.5 or $Temperature > 37.5,Shown when temperature measured is less than 36.5 or temperature measured is greater than 37.5,"Bindura Hospital Admission, Chinhoyi Provincial Hospital Admission, Parirenyatwa Group of Hospitals Admission, Sally Mugabe CH Admission"
Clinical condition then detailed,Sub-fields for a clinical condition only shown if the screening question for that condition was answered affirmatively.,Femorals,Femoral pulses,$DangerSigns2 = 'Wkpulse',Shown when danger signs present is Weak or fast femoral pulses,Parirenyatwa Group of Hospitals Admission
Clinical condition then detailed,Sub-fields for a clinical condition only shown if the screening question for that condition was answered affirmatively.,FeverOns,Fever started,$FeverSR = 'Y' | $FeverSR = true,"Shown when fever on review is Yes
Shown when fever on review: Yes","Bindura Hospital Admission, Chinhoyi Provincial Hospital Admission, Generic PHC Admission, Kasungu District Hospital Neotree Admission, Neotree Admission, Parirenyatwa Group of Hospitals Admission, Sally Mugabe CH Admission"
Clinical condition then detailed,Sub-fields for a clinical condition only shown if the screening question for that condition was answered affirmatively.,FoeBrad,Fetal bradycardia,$FoeHrtDoc = 'Y' and $FoeHrtRec = 'N',"Shown when foetal heart documented is Yes, and foetal heart recorded is No",Parirenyatwa Group of Hospitals Admission
Clinical condition then detailed,Sub-fields for a clinical condition only shown if the screening question for that condition was answered affirmatively.,FoeDec,Fetal decelerations?,$FoeHrtDoc = 'Y' and $FoeHrtRec = 'N',"Shown when foetal heart documented is Yes, and foetal heart recorded is No",Parirenyatwa Group of Hospitals Admission
Clinical condition then detailed,Sub-fields for a clinical condition only shown if the screening question for that condition was answered affirmatively.,FoeDistTime,Time of Foetal Distress and Delivery (minutes),$FoeDist = 'Y',Shown when foetal distress is Yes,Parirenyatwa Group of Hospitals Admission
Clinical condition then detailed,Sub-fields for a clinical condition only shown if the screening question for that condition was answered affirmatively.,FoeHrtRec,Fetal heart recording always normal?,$FoeHrtDoc = 'Y',Shown when foetal heart documented is Yes,Parirenyatwa Group of Hospitals Admission
